location,name,telefon lub inny kontakt,status,www1,last_activity_date,www2,email1,email2,address,city,date_created_text,description,dzien,miesiac,year_created,date_created,year_expired,full_address,lon,lat
Gdańsk,Stowarzyszenie Robotyków SKALP,795 386 973,aktywny,https://www.facebook.com/SRSKALP/,2022-05-11T00:00:00Z,https://srskalp.pl/,info@srskalp.pl,NA,"Trzy Lipy 3, 80-172",Gdańsk,24 marca 2018,"Stowarzyszenie Robotyków SKALP to interdyscyplinarna organizacja non profit, mająca na celu promocję robotyki, edukację związaną z nowoczesnymi technologiami oraz wspieranie społeczności w realizowaniu projektów związanych z min. robotyką i automatyką, nowoczesnymi metodami produkcji oraz przemysłem kosmicznym. Obecnie zrzeszamy byłych jak i obecnych studentów Politechniki Gdańskiej, jesteśmy jednak odrębnym, samodzielnym bytem. Obecnie członkowie SR SKALP realizują następujące projekty:
- Opracowanie Autonomicznego robota rolniczego
- Budowa stacji radiowej do nasłuchu satelitów
- Budowa stanowiska robota przemysłowego z algorytmami sztucznej inteligencji
- Budowa ramienia robotycznego sterowanego falami mózgowymi
- Organizacja największego na pomorzu turnieju robotycznego ""Bałtyckie Bitwy Robotów""
- Zajęcia dla dzieci z nauki lutowania i budowy pierwszego robota
- Serie szkoleń i warsztatów z zakresu projektowania, programowania, zarządzania, metod wytwarzania oraz obsługi maszyn CNC
Jako Stowarzyszenie posiadamy własną przestrzeń warsztatową. Staramy się również wspierać najbardziej ambitne projekty studenckie udostępniając zespołom przestrzeń do pracy, wiedzę i doświadczenie naszych członków oraz, w ramach ograniczonego budżetu, wsparcie finansowe. Zadania które chcemy realizować stają się coraz bardziej wymagające. Konieczność utrzymania warsztatu oraz inwestycji w jego rozwój, jak również koszty związane z realizacją projektów wymuszają na nas zachowanie płynności finansowej. Dlatego też aktywnie poszukujemy partnerów wspierających naszą inicjatywę.
W ramach współpracy oferujemy aktywną promocję wizerunku partnera podczas wydarzeń w których bierzemy udział oraz w tych które są przez nas organizowane. Możemy również zaoferować szkolenia dla przedstawicieli firm, np. nauka lutowania czy budowa niedużego robota dla zainteresowanych pracowników. Mamy też doświadczenie z pokazami naszych konstrukcji (np. łazik marsjański LEM) podczas imprez firmowych.
Jako Stowarzyszenie robotyków stawiamy sobie niełatwy cel: stworzyć przestrzeń, w której kreatywne osoby będą mogły się rozwijać wraz ze swoimi projektami. Przestrzeń która będzie pośredniczyła pomiędzy najbardziej aktywnymi studentami, a organizacjami poszukującymi dobrych pracowników. W końcu przestrzeń która będzie wprowadzała młode osoby w zawiłości związane z nowoczesnymi technologiami.
W razie zainteresowania lub chęci współpracy prosimy o kontakt, chętnie udzielimy wszelkich informacji i odpowiemy na wszystkie pytania.",24,3,2018,2018-03-24T00:00:00Z,2022,"Trzy Lipy 3, 80-172 Gdańsk Poland",18.5935691,54.3546914
Warszawa,Projekt Pracownie,-,aktywny,https://www.facebook.com/ProjektPracownie/,2022-05-11T00:00:00Z,http://www.projektpracownie.pl/,kontakt@projektpracownie.pl,NA,NA,Warszawa,31 lipca 2017,"Projekt Pracownie to inicjatywa grupy miłośników rzemiosła. Pokazujemy warsztaty i opowiadamy historie osób, które prowadzą działalność rzemieślniczą. Zachęcamy innych do pogłębiania wiedzy na temat tradycyjnych metod wytwarzania. Zawody mogą ginąć, opowieści zostają. My gorąco wierzymy, że można zachować jedne i drugie. Bądźcie z nami, przysyłajcie namiary na znane pracownie, zgłaszajcie swoje warsztaty! Podsycajmy zainteresowanie rzemiosłem i stwórzmy wspierającą rzemieślników społeczność.",31,7,2017,2017-07-31T00:00:00Z,2022,NA Warszawa Poland,21.0122287,52.2296756
Warszawa,ArtLab,-,aktywny,https://www.facebook.com/ArtLabCWR,2022-05-07T00:00:00Z,https://www.artlab.centrumwspieraniarodzin.pl/artlab/,artlab@rodzinnawarszawa.pl,NA,"Stara 4, 00-231",Warszawa,25 marca 2022,ArtLab powstał z pasji do sztuki i rzemiosła artystycznego. To tutaj mieszkańcy Warszawy w trakcie bezpłatnych zajęć mogą spróbować swoich sił podczas licznych warsztatów tematycznych.,25,3,2022,2022-03-25T00:00:00Z,2022,"Stara 4, 00-231 Warszawa Poland",21.010935,52.25295209999999
Warszawa,FabLab Kamera Akcja!,574 164 265,aktywny,https://www.facebook.com/tvmlodziezowa,2022-04-27T00:00:00Z,https://www.mlodziezowa.tv/fablab-kamera-akcja/,studio@rodzinnawarszawa.pl,NA,"Korkowa, 119/123",Warszawa,1 kwietnia 2016,NA,1,4,2016,2016-04-01T00:00:00Z,2022,"Korkowa, 119/123 Warszawa Poland",21.1470451,52.2385853
Warszawa,FabLab Pobite Gary!,536 100 009,aktywny,https://www.facebook.com/FabLab-Pobite-Gary-1081166535424848,2022-05-06T00:00:00Z,http://fablabpobitegary.centrumwspieraniarodzin.pl/fablab-pobite-gary/,fablabpobitegary@rodzinnawarszawa.pl,NA,Błękitna 32,Warszawa,18 marca 2019,"Jesteśmy FabLabem muzycznym, który nieodpłatnie udostępnia Warszawiakom instrumenty oraz studio nagraniowe. Organizujemy warsztaty i zajęcia dla dzieci. Zapraszamy do kontaktu grupy zorganizowane i nie tylko",18,3,2019,2019-03-18T00:00:00Z,2022,Błękitna 32 Warszawa Poland,21.1512101,52.2202049
Bydgoszcz,Młyny Rothera,887 467 015,aktywny,https://www.facebook.com/MlynyRothera,2022-05-02T00:00:00Z,https://mlynyrothera.pl/,anna.stempska@mlynyrothera.pl,sekretariat@mlynyrothera.pl,"Mennica 10, 85-112",Bydgoszcz,23 maja 2019,"XIX-wieczny kompleks Młynów Rothera został oddany do użytku w kwietniu 2021 r. w stanie „deweloperskim”, trwa aranżacja i wyposażanie wnętrz. Myślą przewodnią instytucji jest idea dobrego życia. W industrialnych przestrzeniach, odzyskanych przez miasto dla mieszkańców po latach popadania w ruinę, znajdą swoje miejsce wątki poświęcone popularyzacji nauki, lokalnemu dziedzictwu i branżom kreatywnym. Będzie to m. in. Centrum Wiedzy o Mózgu, pracownie edukacyjne, wystawa o miastotwórczej roli rzeki ""Węzły"", hub kreatywny, archiwum społeczne, coworking czy sklep z designem.W formule tymczasowej odbywają się tu już pierwsze wydarzenia – wystawy, koncerty, warsztaty, a zabytkowa przestrzeń, wraz z informacją i punktem widokowym, codziennie jest otwarta dla wszystkich",23,5,2019,2019-05-23T00:00:00Z,2022,"Mennica 10, 85-112 Bydgoszcz Poland",17.9954847,53.1223033
Warszawa,ReStore Lab,577 444 906,aktywny,https://www.facebook.com/ReStorePoland,2022-05-11T00:00:00Z,http://www.restore.org.pl/,jmatla@habitat.pl,jmatla@habitat.pl,"Łojewska 12, 03-392",Warszawa,20 sierpnia 2018,"ReStore Lab – warsztat stolarski, w którym realizowane są programy rzemieślnicze oraz kreatywne zajęcia.",20,8,2018,2018-08-20T00:00:00Z,2022,"Łojewska 12, 03-392 Warszawa Poland",21.0372017,52.2959527
Puławy,"FABLAB ""L"" LUBELSKIE",792 050 716,aktywny,NA,NA,fablabl.pl,robert@fablabl.pl,core@fablabl.pl,Mościckiego 1,Puławy,NA,"asza inicjatywa wpisuje się w tworzący się intensywnie ruch/nurt „Makerspace” i Twórczość DIY. Chcemy stworzyć miejsce, w którym prócz przestrzeni twórczej będziemy mieć również bazę narzędzi. Pragniemy mieć wpływ na to, co posiadamy: tworzyć rzeczy użyteczne i piękne. Każdy z nas ma inne zainteresowania i inną wizję, ale łączy nas postawa niezadowolenia na zastaną rzeczywistość. Nie zgadzamy sie na galopujący konsumpcjonizm, zalew tandetnej chińszczyzny, dyktat reklamy. Chcemy aktywnie tworzyć swoje dalsze i bliższe otoczenie. Mamy zamiar odtwarzać stare i sprawdzone technologie i umiejętności, oraz tworzyć i testować nowe rozwiązania. Pragniemy się uczyć i szeroko dzielić naszą wiedzą: tą którą mamy i tą którą nabędziemy. Jesteśmy otwarci na wiedzę.

Pojedynczo nie jesteśmy w stanie wyposażyć i stworzyć odpowiedniego warsztatu, ale razem damy radę. Wspólnie jesteśmy bardziej twórczy i mamy większą wiedzę.

Chcemy stworzyć społeczność ludzi twórczych, zainteresowanych nowymi formami współżycia miejskiego, jak pewna forma współwłasności i współ-korzystania (przestrzeń, wyposażenie warsztatu), samorozwój polegający na czerpaniu wiedzy od siebie nawzajem i wymianie intelektualnej.",NA,NA,NA,NA,NA,Mościckiego 1 Puławy Poland,21.973437,51.44589
Rzeszów,Hammerland Workshop,501 047 704,NA,NA,2022-01-27T00:00:00Z,hammerland.pl,info@hammerland.pl,NA,"Strażów 347, 36-073",Polska,NA,"Jesteśmy autorską pracownią, która zajmuje się projektowaniem oraz produkcją małej architektury miejskiej, mebli oraz lamp ogrodowych, schodów stalowych, ogrodzeń, paneli",NA,NA,NA,NA,2022,"Strażów 347, 36-073 Polska Poland",22.1190449,50.0627822
Szczecin,Majsterkownia Szczecin,-,NA,https://www.facebook.com/Majsterkownia-Szczecin-114748716569657/,2021-05-20T00:00:00Z,NA,NA,NA,NA,Szczecin,5 września 2019,"
Celem Majsterkowni Szczecin jest stworzenie społecznego warsztatu, który będzie otwartym miejscem do pracy kreatywnej oraz edukacji ekologicznej w duchu less waste. Dołącz do nas jeśli marzysz o majsterkowaniu, ale brakuje Ci miejsca lub narzędzi",5,9,2019,2019-09-05T00:00:00Z,2021,NA Szczecin Poland,14.5528116,53.4285438
Gliwice,Męska Szopa Gliwice,-,NA,https://www.facebook.com/meskaszopagliwice/,2022-05-05T00:00:00Z,NA,halo@warsztatmiejski.pl,NA,"Pszczyńska 1, 44-100",Gliwice,18 stycznia 2022,NA,18,1,2022,2022-01-18T00:00:00Z,2022,"Pszczyńska 1, 44-100 Gliwice Poland",18.6682672,50.2896674
Bydgoszcz,Męska Szopa Bydgoszcz,508 180 843,NA,https://www.facebook.com/meskaszopabydgoszcz/,2022-04-09T00:00:00Z,NA,aktywnywarsztat@gmail.com,NA,"Abrahama 8a, 85-318",Bydgoszcz,2 czerwca 2021,NA,2,6,2021,2021-06-02T00:00:00Z,2022,"Abrahama 8a, 85-318 Bydgoszcz Poland",17.9722751,53.1189354
Słupsk,Męska Szopa w Słupsku,883 988 323,aktywny,https://www.facebook.com/M%C4%99ska-Szopa-w-S%C5%82upsku-271562269943208/,2022-05-11T00:00:00Z,NA,prezes.indygo@gmail.com,NA,"Wyspiańskiego 11, 76-200",Słupsk,9 lutego 2017,NA,9,2,2017,2017-02-09T00:00:00Z,2022,"Wyspiańskiego 11, 76-200 Słupsk Poland",17.0243984,54.4690153
Bydgoszcz,Aktywny Warsztat,508 180 843,aktywny,https://www.facebook.com/aktywnywarsztat,2022-05-11T00:00:00Z,https://www.aktywnywarsztat.pl/,aktywnywarsztat@gmail.com,NA,"Abrahama 8a, 85-318",Bydgoszcz,NA,"Fundacja Aktywny Warsztat to przestrzeń do wspólnych działań, kreatywności i rozwoju.

Stworzyliśmy warunki do uaktywniania społeczności lokalnej w przestrzeni miasta.

Współpracujemy z różnymi organizacjami pozarządowymi, współorganizujemy wydarzenia kulturalne.

Aktywny Warsztat jest ciekawą alternatywą zarówno dla majsterkowiczów jak i osób, które lubią nabywać nowe praktyczne umiejętności. 

Jeżeli lubisz poznawać nowe rzeczy, naprawiać, odnawiać, konstruować - jest to miejsce dla Ciebie.",NA,NA,NA,2021-06-05T00:00:00Z,2022,"Abrahama 8a, 85-318 Bydgoszcz Poland",17.9722751,53.1189354
Białystok,HACKLAG,-,nieaktywny,https://www.facebook.com/HacklagHQ/,2020-10-22T00:00:00Z,https://www.hacklag.org/,hello@hacklag.org,NA,"Sienkiewicza 1/1, 15-092",Białystok,5 stycznia 2016,HACKLAG to społeczność mająca na celu łączenie entuzjastów technologii poprzez organizowanie kreatywnych miejsc pracy - a pierwsza jest w Białymstoku!,5,1,2016,2016-01-05T00:00:00Z,2020,"Sienkiewicza 1/1, 15-092 Białystok Poland",23.1603962,53.1315993
Warszawa,Elektroteka,NA,aktywny,https://www.facebook.com/elektrotekaotwartywarsztat,2022-05-05T00:00:00Z,http://www.mbddim.pl/,mbddim@bpmokotow.waw.pl,NA,"Tyniecka 40a, 02-621",Warszawa,3 lutego 2022,"ELEKTROTEKA to nowo powstające miejsce dla mieszkańców Warszawy, w którym będą mogli dokonać drobnych napraw sprzętu elektronicznego. To przestrzeń przyjazna wszystkim miłośnikom elektroniki.",3,2,2022,2022-02-03T00:00:00Z,2022,"Tyniecka 40a, 02-621 Warszawa Poland",21.0229811,52.19547559999999
Toruń,Kawiarenka Naprawcza Stajnia,56 657 60 85,aktywny,https://www.facebook.com/Kawiarenka-Naprawcza-Stajnia-115054453278961,2022-04-27T00:00:00Z,http://www.szkola-lesna.torun.pl/,biuro@szkola-lesna.torun.pl,NA,"Przysiecka 13, 87-100",Toruń,14 listopada 2019,"Celem Kawiarenki Naprawczej jest naprawa i ponowne wykorzystanie przedmiotów codziennego użytku oraz nadanie im drugiego życia. Istotne jest zawracanie strumienia przedmiotów, które nie muszą stać się odpadami. Tym samym chronisz środowisko.",14,11,2019,2019-11-14T00:00:00Z,2022,"Przysiecka 13, 87-100 Toruń Poland",18.5409983,53.053543
Warszawa,Otwarty Warsztat Rowerowy,790 450 274,aktywny,https://www.facebook.com/OtwartyWarsztatRowerowy/,2022-05-05T00:00:00Z,https://otwartywarsztatrowerowy.pl/,info@mierzwysoko.org.pl,emilia@mierzwysoko.org.pl,"Wolność 2, 01-018",Warszawa,2 marca 2018,"Naszym głównym działaniem jest recykling rowerów. Można nam przekazywać w darowiźnie rowery w każdym stanie, rozmiarze, każdego rodzaju. Rowery zostaną poddane całkowitemu serwisowi albo rozebrane na części, które zostaną wykorzystane do napraw. Rowery w pełni sprawne i na 3-miesięcznej gwarancji można u nas kupić jednocześnie wspierając działania statutowe organizacji. Dzięki temu część rowerów trafia do dzieci w programie ""Rower za dobro"", do uchodźców, osób w potrzebie a my możemy organizować Wam darmowe warsztaty z naprawiania rowerów, możecie wpadać i korzystać z naszego otwartego warsztatu, myjni, naprawiać rower przy użycie niedrogich używanych części. Tyle dobra z nieużywanych rowerów, które stały i niszczały.
Świadczymy też komercyjne usługi dla firm - mobilne serwisy rowerów dla pracowników lub na wydarzenia plenerowe, organizowanie rajdów rowerowych i lekcji.",2,3,2018,2018-03-02T00:00:00Z,2022,"Wolność 2, 01-018 Warszawa Poland",20.9841444,52.241117
Bulkowo,Przestrzeń kreatywna w Bibliotece Bulkowo,NA,aktywny,NA,2022-05-11T00:00:00Z,https://bulkowo.naszabiblioteka.com/,nemackiewicz@gmail.com,NA,NA,Bulkowo,NA,NA,NA,NA,NA,2020-01-01T00:00:00Z,2022,NA Bulkowo Poland,20.1269182,52.5403939
Toruń,Pracownia CECH,48 721 308 790 / 48 725 222 136,aktywny,NA,NA,https://pracowniacech.pl/,pracowniacech@gmail.com,NA,gen. Józefa Sowińskiego 1,Toruń,25 kwietnia 2016,NA,NA,NA,NA,NA,NA,gen. Józefa Sowińskiego 1 Toruń Poland,18.620819,53.01239580000001
Gdynia,Hub Innowacji Cyfrowych,-,NA,NA,NA,dih4.ai,biuro@dih4.aiwww.dih4.ai,NA,"Gdański Park Naukowo Technologiczny ul. Trzy Lipy 3, 80-172 Gdańsk",NA,NA,NA,NA,NA,NA,NA,NA,"Gdański Park Naukowo Technologiczny ul. Trzy Lipy 3, 80-172 Gdańsk NA Poland",18.5935692,54.3546914
